ID,Sale_Price,Overall_Cond,Area_SF,Value_SF
1429,225000,Average,Bsmt_Unf_SF,631
1429,225000,Average,Total_Bsmt_SF,1401
1429,225000,Average,First_Flr_SF,1511
1429,225000,Average,Second_Flr_SF,0
1429,225000,Average,Wood_Deck_SF,168
1429,225000,Average,Open_Porch_SF,42
1430,195000,Above_Average,Bsmt_Unf_SF,197
1430,195000,Above_Average,Total_Bsmt_SF,1182
1430,195000,Above_Average,First_Flr_SF,1643
1430,195000,Above_Average,Second_Flr_SF,0
1430,195000,Above_Average,Wood_Deck_SF,339
1430,195000,Above_Average,Open_Porch_SF,0
1431,200000,Average,Bsmt_Unf_SF,154
1431,200000,Average,Total_Bsmt_SF,616
1431,200000,Average,First_Flr_SF,616
1431,200000,Average,Second_Flr_SF,1072
1431,200000,Average,Wood_Deck_SF,403
1431,200000,Average,Open_Porch_SF,114
1432,155000,Good,Bsmt_Unf_SF,268
1432,155000,Good,Total_Bsmt_SF,990
1432,155000,Good,First_Flr_SF,990
1432,155000,Good,Second_Flr_SF,0
1432,155000,Good,Wood_Deck_SF,168
1432,155000,Good,Open_Porch_SF,0
1433,144000,Above_Average,Bsmt_Unf_SF,1099
1433,144000,Above_Average,Total_Bsmt_SF,1099
1433,144000,Above_Average,First_Flr_SF,1099
1433,144000,Above_Average,Second_Flr_SF,0
1433,144000,Above_Average,Wood_Deck_SF,278
1433,144000,Above_Average,Open_Porch_SF,0
1434,145000,Average,Bsmt_Unf_SF,304
1434,145000,Average,Total_Bsmt_SF,990
1434,145000,Average,First_Flr_SF,990
1434,145000,Average,Second_Flr_SF,0
1434,145000,Average,Wood_Deck_SF,0
1434,145000,Average,Open_Porch_SF,0
1435,226001,Average,Bsmt_Unf_SF,110
1435,226001,Average,Total_Bsmt_SF,1418
1435,226001,Average,First_Flr_SF,1418
1435,226001,Average,Second_Flr_SF,0
1435,226001,Average,Wood_Deck_SF,208
1435,226001,Average,Open_Porch_SF,110
1436,215700,Average,Bsmt_Unf_SF,176
1436,215700,Average,Total_Bsmt_SF,864
1436,215700,Average,First_Flr_SF,872
1436,215700,Average,Second_Flr_SF,899
1436,215700,Average,Wood_Deck_SF,0
1436,215700,Average,Open_Porch_SF,96
1437,207500,Average,Bsmt_Unf_SF,255
1437,207500,Average,Total_Bsmt_SF,782
1437,207500,Average,First_Flr_SF,782
1437,207500,Average,Second_Flr_SF,870
1437,207500,Average,Wood_Deck_SF,0
1437,207500,Average,Open_Porch_SF,70
1438,193000,Average,Bsmt_Unf_SF,240
1438,193000,Average,Total_Bsmt_SF,873
1438,193000,Average,First_Flr_SF,882
1438,193000,Average,Second_Flr_SF,908
1438,193000,Average,Wood_Deck_SF,0
1438,193000,Average,Open_Porch_SF,88
1439,188000,Average,Bsmt_Unf_SF,880
1439,188000,Average,Total_Bsmt_SF,880
1439,188000,Average,First_Flr_SF,880
1439,188000,Average,Second_Flr_SF,844
1439,188000,Average,Wood_Deck_SF,120
1439,188000,Average,Open_Porch_SF,155
1440,191000,Average,Bsmt_Unf_SF,1468
1440,191000,Average,Total_Bsmt_SF,1468
1440,191000,Average,First_Flr_SF,1479
1440,191000,Average,Second_Flr_SF,0
1440,191000,Average,Wood_Deck_SF,120
1440,191000,Average,Open_Porch_SF,25
1441,221000,Average,Bsmt_Unf_SF,572
1441,221000,Average,Total_Bsmt_SF,1494
1441,221000,Average,First_Flr_SF,1494
1441,221000,Average,Second_Flr_SF,0
1441,221000,Average,Wood_Deck_SF,192
1441,221000,Average,Open_Porch_SF,36
1442,231500,Average,Bsmt_Unf_SF,602
1442,231500,Average,Total_Bsmt_SF,963
1442,231500,Average,First_Flr_SF,963
1442,231500,Average,Second_Flr_SF,829
1442,231500,Average,Wood_Deck_SF,0
1442,231500,Average,Open_Porch_SF,96
1443,235000,Average,Bsmt_Unf_SF,265
1443,235000,Average,Total_Bsmt_SF,928
1443,235000,Average,First_Flr_SF,928
1443,235000,Average,Second_Flr_SF,895
1443,235000,Average,Wood_Deck_SF,192
1443,235000,Average,Open_Porch_SF,36
1444,223500,Average,Bsmt_Unf_SF,434
1444,223500,Average,Total_Bsmt_SF,920
1444,223500,Average,First_Flr_SF,920
1444,223500,Average,Second_Flr_SF,866
1444,223500,Average,Wood_Deck_SF,0
1444,223500,Average,Open_Porch_SF,42
1445,130250,Above_Average,Bsmt_Unf_SF,167
1445,130250,Above_Average,Total_Bsmt_SF,938
1445,130250,Above_Average,First_Flr_SF,938
1445,130250,Above_Average,Second_Flr_SF,0
1445,130250,Above_Average,Wood_Deck_SF,145
1445,130250,Above_Average,Open_Porch_SF,0
1446,149900,Very_Good,Bsmt_Unf_SF,390
1446,149900,Very_Good,Total_Bsmt_SF,985
1446,149900,Very_Good,First_Flr_SF,985
1446,149900,Very_Good,Second_Flr_SF,0
1446,149900,Very_Good,Wood_Deck_SF,210
1446,149900,Very_Good,Open_Porch_SF,0
1447,158000,Above_Average,Bsmt_Unf_SF,83
1447,158000,Above_Average,Total_Bsmt_SF,864
1447,158000,Above_Average,First_Flr_SF,1174
1447,158000,Above_Average,Second_Flr_SF,0
1447,158000,Above_Average,Wood_Deck_SF,211
1447,158000,Above_Average,Open_Porch_SF,0
1448,147000,Above_Average,Bsmt_Unf_SF,0
1448,147000,Above_Average,Total_Bsmt_SF,940
1448,147000,Above_Average,First_Flr_SF,1026
1448,147000,Above_Average,Second_Flr_SF,0
1448,147000,Above_Average,Wood_Deck_SF,0
1448,147000,Above_Average,Open_Porch_SF,0
1449,143195,Above_Average,Bsmt_Unf_SF,782
1449,143195,Above_Average,Total_Bsmt_SF,1076
1449,143195,Above_Average,First_Flr_SF,1076
1449,143195,Above_Average,Second_Flr_SF,0
1449,143195,Above_Average,Wood_Deck_SF,0
1449,143195,Above_Average,Open_Porch_SF,0
1450,163000,Above_Average,Bsmt_Unf_SF,180
1450,163000,Above_Average,Total_Bsmt_SF,864
1450,163000,Above_Average,First_Flr_SF,1558
1450,163000,Above_Average,Second_Flr_SF,0
1450,163000,Above_Average,Wood_Deck_SF,140
1450,163000,Above_Average,Open_Porch_SF,0
1451,110000,Above_Average,Bsmt_Unf_SF,924
1451,110000,Above_Average,Total_Bsmt_SF,924
1451,110000,Above_Average,First_Flr_SF,924
1451,110000,Above_Average,Second_Flr_SF,0
1451,110000,Above_Average,Wood_Deck_SF,0
1451,110000,Above_Average,Open_Porch_SF,0
1452,127000,Good,Bsmt_Unf_SF,474
1452,127000,Good,Total_Bsmt_SF,864
1452,127000,Good,First_Flr_SF,864
1452,127000,Good,Second_Flr_SF,0
1452,127000,Good,Wood_Deck_SF,0
1452,127000,Good,Open_Porch_SF,0
1453,124900,Good,Bsmt_Unf_SF,148
1453,124900,Good,Total_Bsmt_SF,780
1453,124900,Good,First_Flr_SF,780
1453,124900,Good,Second_Flr_SF,0
1453,124900,Good,Wood_Deck_SF,196
1453,124900,Good,Open_Porch_SF,0
1454,230000,Average,Bsmt_Unf_SF,1777
1454,230000,Average,Total_Bsmt_SF,1777
1454,230000,Average,First_Flr_SF,1795
1454,230000,Average,Second_Flr_SF,0
1454,230000,Average,Wood_Deck_SF,171
1454,230000,Average,Open_Porch_SF,159
1455,237000,Average,Bsmt_Unf_SF,324
1455,237000,Average,Total_Bsmt_SF,1128
1455,237000,Average,First_Flr_SF,1128
1455,237000,Average,Second_Flr_SF,903
1455,237000,Average,Wood_Deck_SF,0
1455,237000,Average,Open_Porch_SF,211
1456,235000,Average,Bsmt_Unf_SF,257
1456,235000,Average,Total_Bsmt_SF,992
1456,235000,Average,First_Flr_SF,992
1456,235000,Average,Second_Flr_SF,873
1456,235000,Average,Wood_Deck_SF,0
1456,235000,Average,Open_Porch_SF,184
1457,230500,Average,Bsmt_Unf_SF,1257
1457,230500,Average,Total_Bsmt_SF,1257
1457,230500,Average,First_Flr_SF,1290
1457,230500,Average,Second_Flr_SF,871
1457,230500,Average,Wood_Deck_SF,0
1457,230500,Average,Open_Porch_SF,84
1458,230000,Average,Bsmt_Unf_SF,336
1458,230000,Average,Total_Bsmt_SF,1004
1458,230000,Average,First_Flr_SF,1004
1458,230000,Average,Second_Flr_SF,848
1458,230000,Average,Wood_Deck_SF,224
1458,230000,Average,Open_Porch_SF,106
1459,222500,Average,Bsmt_Unf_SF,901
1459,222500,Average,Total_Bsmt_SF,1153
1459,222500,Average,First_Flr_SF,1153
1459,222500,Average,Second_Flr_SF,878
1459,222500,Average,Wood_Deck_SF,192
1459,222500,Average,Open_Porch_SF,84
1460,287000,Average,Bsmt_Unf_SF,1055
1460,287000,Average,Total_Bsmt_SF,1055
1460,287000,Average,First_Flr_SF,1055
1460,287000,Average,Second_Flr_SF,1208
1460,287000,Average,Wood_Deck_SF,0
1460,287000,Average,Open_Porch_SF,45
1461,274000,Average,Bsmt_Unf_SF,163
1461,274000,Average,Total_Bsmt_SF,1357
1461,274000,Average,First_Flr_SF,1366
1461,274000,Average,Second_Flr_SF,581
1461,274000,Average,Wood_Deck_SF,168
1461,274000,Average,Open_Porch_SF,116
1462,300000,Average,Bsmt_Unf_SF,240
1462,300000,Average,Total_Bsmt_SF,1778
1462,300000,Average,First_Flr_SF,1786
1462,300000,Average,Second_Flr_SF,0
1462,300000,Average,Wood_Deck_SF,182
1462,300000,Average,Open_Porch_SF,35
1463,255900,Average,Bsmt_Unf_SF,1128
1463,255900,Average,Total_Bsmt_SF,1128
1463,255900,Average,First_Flr_SF,1149
1463,255900,Average,Second_Flr_SF,1141
1463,255900,Average,Wood_Deck_SF,0
1463,255900,Average,Open_Porch_SF,0
1464,224900,Average,Bsmt_Unf_SF,334
1464,224900,Average,Total_Bsmt_SF,884
1464,224900,Average,First_Flr_SF,884
1464,224900,Average,Second_Flr_SF,884
1464,224900,Average,Wood_Deck_SF,0
1464,224900,Average,Open_Porch_SF,63
1465,240000,Average,Bsmt_Unf_SF,1129
1465,240000,Average,Total_Bsmt_SF,1129
1465,240000,Average,First_Flr_SF,1129
1465,240000,Average,Second_Flr_SF,1198
1465,240000,Average,Wood_Deck_SF,0
1465,240000,Average,Open_Porch_SF,57
1466,183000,Average,Bsmt_Unf_SF,798
1466,183000,Average,Total_Bsmt_SF,798
1466,183000,Average,First_Flr_SF,798
1466,183000,Average,Second_Flr_SF,842
1466,183000,Average,Wood_Deck_SF,0
1466,183000,Average,Open_Porch_SF,45
1467,207000,Average,Bsmt_Unf_SF,850
1467,207000,Average,Total_Bsmt_SF,850
1467,207000,Average,First_Flr_SF,886
1467,207000,Average,Second_Flr_SF,878
1467,207000,Average,Wood_Deck_SF,120
1467,207000,Average,Open_Porch_SF,29
1468,210000,Average,Bsmt_Unf_SF,273
1468,210000,Average,Total_Bsmt_SF,915
1468,210000,Average,First_Flr_SF,933
1468,210000,Average,Second_Flr_SF,975
1468,210000,Average,Wood_Deck_SF,144
1468,210000,Average,Open_Porch_SF,133
1469,136500,Average,Bsmt_Unf_SF,162
1469,136500,Average,Total_Bsmt_SF,848
1469,136500,Average,First_Flr_SF,848
1469,136500,Average,Second_Flr_SF,0
1469,136500,Average,Wood_Deck_SF,140
1469,136500,Average,Open_Porch_SF,0
1470,145000,Average,Bsmt_Unf_SF,186
1470,145000,Average,Total_Bsmt_SF,848
1470,145000,Average,First_Flr_SF,848
1470,145000,Average,Second_Flr_SF,0
1470,145000,Average,Wood_Deck_SF,140
1470,145000,Average,Open_Porch_SF,0
1471,208900,Average,Bsmt_Unf_SF,484
1471,208900,Average,Total_Bsmt_SF,1478
1471,208900,Average,First_Flr_SF,1493
1471,208900,Average,Second_Flr_SF,0
1471,208900,Average,Wood_Deck_SF,140
1471,208900,Average,Open_Porch_SF,39
1472,185000,Average,Bsmt_Unf_SF,83
1472,185000,Average,Total_Bsmt_SF,1838
1472,185000,Average,First_Flr_SF,1838
1472,185000,Average,Second_Flr_SF,0
1472,185000,Average,Wood_Deck_SF,160
1472,185000,Average,Open_Porch_SF,67
1473,214000,Average,Bsmt_Unf_SF,726
1473,214000,Average,Total_Bsmt_SF,1536
1473,214000,Average,First_Flr_SF,1536
1473,214000,Average,Second_Flr_SF,0
1473,214000,Average,Wood_Deck_SF,192
1473,214000,Average,Open_Porch_SF,74
1474,208500,Average,Bsmt_Unf_SF,150
1474,208500,Average,Total_Bsmt_SF,856
1474,208500,Average,First_Flr_SF,856
1474,208500,Average,Second_Flr_SF,854
1474,208500,Average,Wood_Deck_SF,0
1474,208500,Average,Open_Porch_SF,61
1475,186500,Average,Bsmt_Unf_SF,1421
1475,186500,Average,Total_Bsmt_SF,1445
1475,186500,Average,First_Flr_SF,1445
1475,186500,Average,Second_Flr_SF,0
1475,186500,Average,Wood_Deck_SF,0
1475,186500,Average,Open_Porch_SF,35
1476,210000,Average,Bsmt_Unf_SF,490
1476,210000,Average,Total_Bsmt_SF,1436
1476,210000,Average,First_Flr_SF,1436
1476,210000,Average,Second_Flr_SF,0
1476,210000,Average,Wood_Deck_SF,139
1476,210000,Average,Open_Porch_SF,98
1477,185900,Average,Bsmt_Unf_SF,280
1477,185900,Average,Total_Bsmt_SF,770
1477,185900,Average,First_Flr_SF,770
1477,185900,Average,Second_Flr_SF,812
1477,185900,Average,Wood_Deck_SF,0
1477,185900,Average,Open_Porch_SF,45
1478,179900,Average,Bsmt_Unf_SF,1234
1478,179900,Average,Total_Bsmt_SF,1234
1478,179900,Average,First_Flr_SF,1234
1478,179900,Average,Second_Flr_SF,0
1478,179900,Average,Wood_Deck_SF,0
1478,179900,Average,Open_Porch_SF,30
1479,218836,Above_Average,Bsmt_Unf_SF,1508
1479,218836,Above_Average,Total_Bsmt_SF,1564
1479,218836,Above_Average,First_Flr_SF,1564
1479,218836,Above_Average,Second_Flr_SF,0
1479,218836,Above_Average,Wood_Deck_SF,0
1479,218836,Above_Average,Open_Porch_SF,24
1480,193000,Average,Bsmt_Unf_SF,1327
1480,193000,Average,Total_Bsmt_SF,1351
1480,193000,Average,First_Flr_SF,1361
1480,193000,Average,Second_Flr_SF,0
1480,193000,Average,Wood_Deck_SF,0
1480,193000,Average,Open_Porch_SF,50
1481,189000,Average,Bsmt_Unf_SF,80
1481,189000,Average,Total_Bsmt_SF,728
1481,189000,Average,First_Flr_SF,728
1481,189000,Average,Second_Flr_SF,728
1481,189000,Average,Wood_Deck_SF,36
1481,189000,Average,Open_Porch_SF,18
1482,149300,Average,Bsmt_Unf_SF,151
1482,149300,Average,Total_Bsmt_SF,848
1482,149300,Average,First_Flr_SF,848
1482,149300,Average,Second_Flr_SF,0
1482,149300,Average,Wood_Deck_SF,149
1482,149300,Average,Open_Porch_SF,0
1483,141000,Average,Bsmt_Unf_SF,151
1483,141000,Average,Total_Bsmt_SF,848
1483,141000,Average,First_Flr_SF,848
1483,141000,Average,Second_Flr_SF,0
1483,141000,Average,Wood_Deck_SF,149
1483,141000,Average,Open_Porch_SF,0
1484,149000,Average,Bsmt_Unf_SF,186
1484,149000,Average,Total_Bsmt_SF,848
1484,149000,Average,First_Flr_SF,848
1484,149000,Average,Second_Flr_SF,0
1484,149000,Average,Wood_Deck_SF,149
1484,149000,Average,Open_Porch_SF,0
1485,144500,Average,Bsmt_Unf_SF,186
1485,144500,Average,Total_Bsmt_SF,848
1485,144500,Average,First_Flr_SF,848
1485,144500,Average,Second_Flr_SF,0
1485,144500,Average,Wood_Deck_SF,140
1485,144500,Average,Open_Porch_SF,0
1486,85000,Good,Bsmt_Unf_SF,796
1486,85000,Good,Total_Bsmt_SF,796
1486,85000,Good,First_Flr_SF,796
1486,85000,Good,Second_Flr_SF,0
1486,85000,Good,Wood_Deck_SF,328
1486,85000,Good,Open_Porch_SF,0
1487,145900,Good,Bsmt_Unf_SF,188
1487,145900,Good,Total_Bsmt_SF,1272
1487,145900,Good,First_Flr_SF,1272
1487,145900,Good,Second_Flr_SF,928
1487,145900,Good,Wood_Deck_SF,0
1487,145900,Good,Open_Porch_SF,70
1488,123000,Average,Bsmt_Unf_SF,483
1488,123000,Average,Total_Bsmt_SF,1092
1488,123000,Average,First_Flr_SF,1092
1488,123000,Average,Second_Flr_SF,0
1488,123000,Average,Wood_Deck_SF,259
1488,123000,Average,Open_Porch_SF,0
1489,147500,Above_Average,Bsmt_Unf_SF,136
1489,147500,Above_Average,Total_Bsmt_SF,1256
1489,147500,Above_Average,First_Flr_SF,1256
1489,147500,Above_Average,Second_Flr_SF,0
1489,147500,Above_Average,Wood_Deck_SF,736
1489,147500,Above_Average,Open_Porch_SF,68
1490,165000,Average,Bsmt_Unf_SF,0
1490,165000,Average,Total_Bsmt_SF,456
1490,165000,Average,First_Flr_SF,1033
1490,165000,Average,Second_Flr_SF,0
1490,165000,Average,Wood_Deck_SF,224
1490,165000,Average,Open_Porch_SF,0
1491,135000,Above_Average,Bsmt_Unf_SF,94
1491,135000,Above_Average,Total_Bsmt_SF,1127
1491,135000,Above_Average,First_Flr_SF,1127
1491,135000,Above_Average,Second_Flr_SF,0
1491,135000,Above_Average,Wood_Deck_SF,0
1491,135000,Above_Average,Open_Porch_SF,0
1492,108000,Above_Average,Bsmt_Unf_SF,706
1492,108000,Above_Average,Total_Bsmt_SF,996
1492,108000,Above_Average,First_Flr_SF,996
1492,108000,Above_Average,Second_Flr_SF,0
1492,108000,Above_Average,Wood_Deck_SF,144
1492,108000,Above_Average,Open_Porch_SF,0
1493,137500,Average,Bsmt_Unf_SF,38
1493,137500,Average,Total_Bsmt_SF,1138
1493,137500,Average,First_Flr_SF,1181
1493,137500,Average,Second_Flr_SF,0
1493,137500,Average,Wood_Deck_SF,0
1493,137500,Average,Open_Porch_SF,0
1494,165400,Average,Bsmt_Unf_SF,746
1494,165400,Average,Total_Bsmt_SF,746
1494,165400,Average,First_Flr_SF,760
1494,165400,Average,Second_Flr_SF,896
1494,165400,Average,Wood_Deck_SF,178
1494,165400,Average,Open_Porch_SF,128
1495,147000,Above_Average,Bsmt_Unf_SF,541
1495,147000,Above_Average,Total_Bsmt_SF,1029
1495,147000,Above_Average,First_Flr_SF,1117
1495,147000,Above_Average,Second_Flr_SF,0
1495,147000,Above_Average,Wood_Deck_SF,292
1495,147000,Above_Average,Open_Porch_SF,0
1496,160500,Good,Bsmt_Unf_SF,396
1496,160500,Good,Total_Bsmt_SF,684
1496,160500,Good,First_Flr_SF,684
1496,160500,Good,Second_Flr_SF,714
1496,160500,Good,Wood_Deck_SF,0
1496,160500,Good,Open_Porch_SF,0
1497,176000,Average,Bsmt_Unf_SF,108
1497,176000,Average,Total_Bsmt_SF,1132
1497,176000,Average,First_Flr_SF,1132
1497,176000,Average,Second_Flr_SF,0
1497,176000,Average,Wood_Deck_SF,252
1497,176000,Average,Open_Porch_SF,64
1498,284700,Good,Bsmt_Unf_SF,0
1498,284700,Good,Total_Bsmt_SF,0
1498,284700,Good,First_Flr_SF,3820
1498,284700,Good,Second_Flr_SF,0
1498,284700,Good,Wood_Deck_SF,0
1498,284700,Good,Open_Porch_SF,372
1499,160000,Average,Bsmt_Unf_SF,466
1499,160000,Average,Total_Bsmt_SF,6110
1499,160000,Average,First_Flr_SF,4692
1499,160000,Average,Second_Flr_SF,950
1499,160000,Average,Wood_Deck_SF,214
1499,160000,Average,Open_Porch_SF,292
1500,148000,Average,Bsmt_Unf_SF,88
1500,148000,Average,Total_Bsmt_SF,547
1500,148000,Average,First_Flr_SF,1072
1500,148000,Average,Second_Flr_SF,0
1500,148000,Average,Wood_Deck_SF,0
1500,148000,Average,Open_Porch_SF,28
1501,82000,Average,Bsmt_Unf_SF,0
1501,82000,Average,Total_Bsmt_SF,0
1501,82000,Average,First_Flr_SF,1152
1501,82000,Average,Second_Flr_SF,0
1501,82000,Average,Wood_Deck_SF,0
1501,82000,Average,Open_Porch_SF,0
1502,82000,Average,Bsmt_Unf_SF,0
1502,82000,Average,Total_Bsmt_SF,0
1502,82000,Average,First_Flr_SF,1152
1502,82000,Average,Second_Flr_SF,0
1502,82000,Average,Wood_Deck_SF,0
1502,82000,Average,Open_Porch_SF,0
1503,118000,Below_Average,Bsmt_Unf_SF,1307
1503,118000,Below_Average,Total_Bsmt_SF,1440
1503,118000,Below_Average,First_Flr_SF,1440
1503,118000,Below_Average,Second_Flr_SF,0
1503,118000,Below_Average,Wood_Deck_SF,0
1503,118000,Below_Average,Open_Porch_SF,0
1504,82500,Average,Bsmt_Unf_SF,0
1504,82500,Average,Total_Bsmt_SF,0
1504,82500,Average,First_Flr_SF,1152
1504,82500,Average,Second_Flr_SF,0
1504,82500,Average,Wood_Deck_SF,0
1504,82500,Average,Open_Porch_SF,0
1505,91900,Average,Bsmt_Unf_SF,0
1505,91900,Average,Total_Bsmt_SF,784
1505,91900,Average,First_Flr_SF,784
1505,91900,Average,Second_Flr_SF,0
1505,91900,Average,Wood_Deck_SF,112
1505,91900,Average,Open_Porch_SF,0
1506,120000,Good,Bsmt_Unf_SF,585
1506,120000,Good,Total_Bsmt_SF,585
1506,120000,Good,First_Flr_SF,585
1506,120000,Good,Second_Flr_SF,468
1506,120000,Good,Wood_Deck_SF,42
1506,120000,Good,Open_Porch_SF,0
1507,96000,Very_Good,Bsmt_Unf_SF,0
1507,96000,Very_Good,Total_Bsmt_SF,0
1507,96000,Very_Good,First_Flr_SF,929
1507,96000,Very_Good,Second_Flr_SF,208
1507,96000,Very_Good,Wood_Deck_SF,0
1507,96000,Very_Good,Open_Porch_SF,0
1508,99000,Average,Bsmt_Unf_SF,144
1508,99000,Average,Total_Bsmt_SF,911
1508,99000,Average,First_Flr_SF,930
1508,99000,Average,Second_Flr_SF,0
1508,99000,Average,Wood_Deck_SF,134
1508,99000,Average,Open_Porch_SF,0
1509,130500,Above_Average,Bsmt_Unf_SF,416
1509,130500,Above_Average,Total_Bsmt_SF,768
1509,130500,Above_Average,First_Flr_SF,768
1509,130500,Above_Average,Second_Flr_SF,432
1509,130500,Above_Average,Wood_Deck_SF,0
1509,130500,Above_Average,Open_Porch_SF,0
1510,135000,Above_Average,Bsmt_Unf_SF,941
1510,135000,Above_Average,Total_Bsmt_SF,941
1510,135000,Above_Average,First_Flr_SF,997
1510,135000,Above_Average,Second_Flr_SF,473
1510,135000,Above_Average,Wood_Deck_SF,0
1510,135000,Above_Average,Open_Porch_SF,0
1511,135500,Good,Bsmt_Unf_SF,816
1511,135500,Good,Total_Bsmt_SF,816
1511,135500,Good,First_Flr_SF,872
1511,135500,Good,Second_Flr_SF,521
1511,135500,Good,Wood_Deck_SF,121
1511,135500,Good,Open_Porch_SF,0
1512,100000,Above_Average,Bsmt_Unf_SF,416
1512,100000,Above_Average,Total_Bsmt_SF,416
1512,100000,Above_Average,First_Flr_SF,1204
1512,100000,Above_Average,Second_Flr_SF,0
1512,100000,Above_Average,Wood_Deck_SF,0
1512,100000,Above_Average,Open_Porch_SF,0
1513,108000,Good,Bsmt_Unf_SF,725
1513,108000,Good,Total_Bsmt_SF,949
1513,108000,Good,First_Flr_SF,949
1513,108000,Good,Second_Flr_SF,343
1513,108000,Good,Wood_Deck_SF,0
1513,108000,Good,Open_Porch_SF,0
1514,98000,Above_Average,Bsmt_Unf_SF,396
1514,98000,Above_Average,Total_Bsmt_SF,864
1514,98000,Above_Average,First_Flr_SF,864
1514,98000,Above_Average,Second_Flr_SF,0
1514,98000,Above_Average,Wood_Deck_SF,0
1514,98000,Above_Average,Open_Porch_SF,0
1515,67000,Fair,Bsmt_Unf_SF,823
1515,67000,Fair,Total_Bsmt_SF,864
1515,67000,Fair,First_Flr_SF,864
1515,67000,Fair,Second_Flr_SF,0
1515,67000,Fair,Wood_Deck_SF,0
1515,67000,Fair,Open_Porch_SF,0
1516,135900,Above_Average,Bsmt_Unf_SF,570
1516,135900,Above_Average,Total_Bsmt_SF,780
1516,135900,Above_Average,First_Flr_SF,936
1516,135900,Above_Average,Second_Flr_SF,780
1516,135900,Above_Average,Wood_Deck_SF,0
1516,135900,Above_Average,Open_Porch_SF,184
1517,140000,Very_Good,Bsmt_Unf_SF,516
1517,140000,Very_Good,Total_Bsmt_SF,672
1517,140000,Very_Good,First_Flr_SF,810
1517,140000,Very_Good,Second_Flr_SF,672
1517,140000,Very_Good,Wood_Deck_SF,0
1517,140000,Very_Good,Open_Porch_SF,0
1518,179500,Very_Good,Bsmt_Unf_SF,342
1518,179500,Very_Good,Total_Bsmt_SF,720
1518,179500,Very_Good,First_Flr_SF,1052
1518,179500,Very_Good,Second_Flr_SF,720
1518,179500,Very_Good,Wood_Deck_SF,262
1518,179500,Very_Good,Open_Porch_SF,24
1519,136500,Average,Bsmt_Unf_SF,758
1519,136500,Average,Total_Bsmt_SF,1181
1519,136500,Average,First_Flr_SF,1390
1519,136500,Average,Second_Flr_SF,304
1519,136500,Average,Wood_Deck_SF,342
1519,136500,Average,Open_Porch_SF,0
1520,168000,Very_Good,Bsmt_Unf_SF,1228
1520,168000,Very_Good,Total_Bsmt_SF,1228
1520,168000,Very_Good,First_Flr_SF,1424
1520,168000,Very_Good,Second_Flr_SF,0
1520,168000,Very_Good,Wood_Deck_SF,0
1520,168000,Very_Good,Open_Porch_SF,0
1521,130000,Above_Average,Bsmt_Unf_SF,940
1521,130000,Above_Average,Total_Bsmt_SF,940
1521,130000,Above_Average,First_Flr_SF,1024
1521,130000,Above_Average,Second_Flr_SF,940
1521,130000,Above_Average,Wood_Deck_SF,0
1521,130000,Above_Average,Open_Porch_SF,192
1522,189000,Above_Average,Bsmt_Unf_SF,612
1522,189000,Above_Average,Total_Bsmt_SF,612
1522,189000,Above_Average,First_Flr_SF,990
1522,189000,Above_Average,Second_Flr_SF,1611
1522,189000,Above_Average,Wood_Deck_SF,183
1522,189000,Above_Average,Open_Porch_SF,0
1523,161900,Good,Bsmt_Unf_SF,0
1523,161900,Good,Total_Bsmt_SF,960
1523,161900,Good,First_Flr_SF,960
1523,161900,Good,Second_Flr_SF,960
1523,161900,Good,Wood_Deck_SF,248
1523,161900,Good,Open_Porch_SF,0
1524,145000,Above_Average,Bsmt_Unf_SF,265
1524,145000,Above_Average,Total_Bsmt_SF,644
1524,145000,Above_Average,First_Flr_SF,672
1524,145000,Above_Average,Second_Flr_SF,644
1524,145000,Above_Average,Wood_Deck_SF,0
1524,145000,Above_Average,Open_Porch_SF,0
1525,191000,Good,Bsmt_Unf_SF,588
1525,191000,Good,Total_Bsmt_SF,588
1525,191000,Good,First_Flr_SF,1423
1525,191000,Good,Second_Flr_SF,748
1525,191000,Good,Wood_Deck_SF,431
1525,191000,Good,Open_Porch_SF,0
1526,177000,Good,Bsmt_Unf_SF,840
1526,177000,Good,Total_Bsmt_SF,840
1526,177000,Good,First_Flr_SF,840
1526,177000,Good,Second_Flr_SF,840
1526,177000,Good,Wood_Deck_SF,0
1526,177000,Good,Open_Porch_SF,0
1527,147500,Above_Average,Bsmt_Unf_SF,676
1527,147500,Above_Average,Total_Bsmt_SF,676
1527,147500,Above_Average,First_Flr_SF,676
1527,147500,Above_Average,Second_Flr_SF,588
1527,147500,Above_Average,Wood_Deck_SF,424
1527,147500,Above_Average,Open_Porch_SF,0
1528,91000,Average,Bsmt_Unf_SF,384
1528,91000,Average,Total_Bsmt_SF,768
1528,91000,Average,First_Flr_SF,790
1528,91000,Average,Second_Flr_SF,0
1528,91000,Average,Wood_Deck_SF,0
1528,91000,Average,Open_Porch_SF,141
1529,231000,Excellent,Bsmt_Unf_SF,392
1529,231000,Excellent,Total_Bsmt_SF,798
1529,231000,Excellent,First_Flr_SF,798
1529,231000,Excellent,Second_Flr_SF,714
1529,231000,Excellent,Wood_Deck_SF,85
1529,231000,Excellent,Open_Porch_SF,16
1530,115000,Average,Bsmt_Unf_SF,1064
1530,115000,Average,Total_Bsmt_SF,1064
1530,115000,Average,First_Flr_SF,1166
1530,115000,Average,Second_Flr_SF,0
1530,115000,Average,Wood_Deck_SF,0
